"Gene"	"Freq"
"CXorf2"	2
"CXorf20"	2
"CXorf23"	2
"CXorf26"	2
"CXorf36"	2
"CXorf38"	2
"CXorf40A"	2
"CXorf41"	2
"CXorf42"	2
"CXorf55"	2
"CXorf56"	2
"CXorf6"	2
"CXorf9"	2
"CXX1"	2
"CXXC1"	2
"CXXC4"	2
"CXXC6"	2
"CYB5-M"	2
"CYB561"	2
"CYB561D1"	2
"CYB561D2"	2
"CYB5A"	2
"CYB5D2"	2
"CYB5R1"	2
"CYB5R2"	2
"CYB5R3"	2
"CYB5R4"	2
"CYBA"	2
"CYBASC3"	2
"CYBB"	2
"CYBRD1"	2
"CYC1"	2
"CYCS"	2
"CYFIP1"	2
"CYFIP2"	2
"CYGB"	2
"CYHR1"	2
"CYLN2"	2
"CYP11A1"	2
"CYP17A1"	2
"CYP19A1"	2
"CYP1A2"	2
"CYP1B1"	2
"CYP20A1"	2
"CYP21A2"	2
"CYP24A1"	2
"CYP26A1"	2
"CYP26C1"	2
"CYP27B1"	2
"CYP2A13"	2
"CYP2A6"	2
"CYP2A7"	2
"CYP2B6"	2
"CYP2C18"	2
"CYP2D7P1"	2
"CYP2E1"	2
"CYP2F1"	2
"CYP2R1"	2
"CYP2S1"	2
"CYP2W1"	2
"CYP39A1"	2
"CYP3A4"	2
"CYP3A5"	2
"CYP46A1"	2
"CYP4B1"	2
"CYP4F11"	2
"CYP4F12"	2
"CYP4F2"	2
"CYP4F3"	2
"CYP4X1"	2
"CYP7B1"	2
"CYP8B1"	2
"CYSLTR1"	2
"CYSLTR2"	2
"CYTL1"	2
"D4S234E"	2
"D4ST1"	2
"DAAM1"	2
"DAAM2"	2
"DAB1"	2
"DAB2"	2
"DACH1"	2
"DACH2"	2
"DACT1"	2
"DAD1"	2
"DAG1"	2
"DAK"	2
"DALRD3"	2
"DAND5"	2
"DAP"	2
"DAPK2"	2
"DAPK3"	2
"DARC"	2
"DARS"	2
"DAZAP1"	2
"DBF4"	2
"DBF4B"	2
"DBH"	2
"DBI"	2
"DBN1"	2
"DBT"	2
"DC-UbP"	2
"DCAKD"	2
"DCAMKL1"	2
"DCBLD2"	2
"DCC1"	2
"DCD"	2
"DCDC1"	2
"DCDC2"	2
"DCHS1"	2
"DCHS2"	2
"DCI"	2
"DCK"	2
"DCLRE1C"	2
"DCPS"	2
"DCST1"	2
"DCST2"	2
"DCTD"	2
"DCTN1"	2
"DCTN2"	2
"DCTN3"	2
"DCTN5"	2
"DCTN6"	2
"DCUN1D1"	2
"DCUN1D3"	2
"DCUN1D4"	2
"DCUN1D5"	2
"DCXR"	2
"DDA1"	2
"DDAH1"	2
"DDAH2"	2
"DDB1"	2
"DDB2"	2
"DDC"	2
"DDEF1"	2
"DDEF2"	2
"DDEFL1"	2
"DDHD1"	2
"DDIT3"	2
"DDIT4"	2
"DDO"	2
"DDOST"	2
"DDR1"	2
"DDR2"	2
"DDT"	2
"DDX1"	2
"DDX10"	2
"DDX11"	2
"DDX12"	2
"DDX18"	2
"DDX19A"	2
"DDX19B"	2
"DDX20"	2
"DDX21"	2
"DDX23"	2
"DDX26"	2
"DDX27"	2
"DDX31"	2
"DDX39"	2
"DDX3X"	2
"DDX4"	2
"DDX41"	2
"DDX42"	2
"DDX43"	2
"DDX48"	2
"DDX5"	2
"DDX50"	2
"DDX52"	2
"DDX56"	2
"DDX58"	2
"DDX59"	2
"DDX6"	2
"DECR1"	2
"DECR2"	2
"DEDD2"	2
"DEF6"	2
"DEFA1"	2
"DEFA5"	2
"DEFA6"	2
"DEFB1"	2
"DEFB103A"	2
"DEFB105A"	2
"DEFB106A"	2
"DEFB118"	2
"DEFB123"	2
"DEFB125"	2
"DEFB126"	2
"DEFB129"	2
"DEFB4"	2
"DEGS1"	2
"DEGS2"	2
"DEK"	2
"DENND2C"	2
"DENND2D"	2
"DENND3"	2
"DENND4A"	2
"DENND4C"	2
"DEPDC1"	2
"DEPDC1B"	2
"DEPDC2"	2
"DEPDC4"	2
"DEPDC6"	2
"DERL1"	2
"DERL2"	2
"DES"	2
"DEXI"	2
"DFFA"	2
"DFNA5"	2
"DFNB31"	2
"DGAT1"	2
"DGAT2L6"	2
"DGCR2"	2
"DGCR6"	2
"DGCR6L"	2
"DGCR8"	2
"DGKA"	2
"DGKD"	2
"DGKE"	2
"DGKH"	2
"DGKI"	2
"DGKQ"	2
"DGKZ"	2
"DGUOK"	2
"DHCR24"	2
"DHCR7"	2
"DHDDS"	2
"DHFR"	2
"DHFRL1"	2
"DHH"	2
"DHODH"	2
"DHPS"	2
"DHRS1"	2
"DHRS10"	2
"DHRS3"	2
"DHRS4"	2
"DHRS4L2"	2
"DHRS7"	2
"DHRS7B"	2
"DHRS8"	2
"DHTKD1"	2
"DHX30"	2
"DHX32"	2
"DHX35"	2
"DHX36"	2
"DHX37"	2
"DHX40"	2
"DHX8"	2
"DHX9"	2
"DIABLO"	2
"DIAPH2"	2
"DICER1"	2
"DIDO1"	2
"DIO1"	2
"DIO2"	2
"DIP13B"	2
"DIP2C"	2
"DIPA"	2
"DIRAS1"	2
"DIRAS2"	2
"DIRC2"	2
"DISC1"	2
"DISP2"	2
"DJ122O8.2"	2
"DKC1"	2
"DKFZp434B1231"	2
"DKFZp434I1020"	2
"DKFZp434N035"	2
"DKFZp434N062"	2
"DKFZp434O0527"	2
"DKFZp451M2119"	2
"DKFZp564K142"	2
"DKFZP564O0823"	2
"DKFZP566N034"	2
"DKFZP586D0919"	2
"DKFZP586H2123"	2
"DKFZP686A01247"	2
"DKFZP686A10121"	2
"DKFZp686I15217"	2
"DKFZp686L1814"	2
"DKFZp727G131"	2
"DKFZP781I1119"	2
"DKK1"	2
"DKK2"	2
"DKK3"	2
"DKK4"	2
"DKKL1"	2
"DLAT"	2
"DLC1"	2
"DLD"	2
"DLEC1"	2
"DLG1"	2
"DLG2"	2
"DLG3"	2
"DLG4"	2
"DLG5"	2
"DLG7"	2
"DLGAP1"	2
"DLGAP4"	2
"DLL1"	2
"DLL3"	2
"DLNB14"	2
"DLST"	2
"DLX1"	2
"DLX2"	2
"DLX3"	2
"DLX4"	2
"DMAP1"	2
"DMBT1"	2
"DMBX1"	2
"DMC1"	2
"DMD"	2
"DMN"	2
"DMP1"	2
"DMPK"	2
"DMRT1"	2
"DMRT2"	2
"DMRT3"	2
"DMRTB1"	2
"DMRTC1"	2
"DMTF1"	2
"DMWD"	2
"DMXL1"	2
"DMXL2"	2
"DNAH3"	2
"DNAH5"	2
"DNAH8"	2
"DNAHL1"	2
"DNAI1"	2
"DNAI2"	2
"DNAJA1"	2
"DNAJA2"	2
"DNAJA3"	2
"DNAJA4"	2
"DNAJA5"	2
"DNAJB11"	2
"DNAJB12"	2
"DNAJB2"	2
"DNAJB4"	2
"DNAJB6"	2
"DNAJB7"	2
"DNAJB8"	2
"DNAJB9"	2
"DNAJC1"	2
"DNAJC11"	2
"DNAJC14"	2
"DNAJC15"	2
"DNAJC3"	2
"DNAJC4"	2
"DNAJC5B"	2
"DNAJC5G"	2
"DNAJC6"	2
"DNAJC7"	2
"DNAJC9"	2
"DNAL4"	2
"DNALI1"	2
"DNASE1"	2
"DNASE1L1"	2
"DNASE1L2"	2
"DNASE1L3"	2
"DNASE2"	2
"DNASE2B"	2
"DNCL1"	2
"DND1"	2
"DNM1"	2
"DNM1L"	2
"DNM3"	2
"DNMBP"	2
"DNMT1"	2
"DNMT2"	2
"DNMT3A"	2
"DNMT3B"	2
"DNPEP"	2
"DNTT"	2
"DNTTIP1"	2
"DNTTIP2"	2
"DOC1"	2
"DOC2A"	2
"DOCK1"	2
"DOCK2"	2
"DOCK4"	2
"DOCK5"	2
"DOK1"	2
"DOK2"	2
"DOK3"	2
"DOK5"	2
"DOLPP1"	2
"DOM3Z"	2
"DONSON"	2
"DPAGT1"	2
"DPCR1"	2
"DPEP2"	2
"DPEP3"	2
"DPF1"	2
"DPH1"	2
"DPH5"	2
"DPM1"	2
"DPM2"	2
"DPM3"	2
"DPP3"	2
"DPP4"	2
"DPP6"	2
"DPP7"	2
"DPP8"	2
"DPPA2"	2
"DPPA3"	2
"DPT"	2
"DPY19L3"	2
"DPYD"	2
"DPYS"	2
"DPYSL2"	2
"DPYSL3"	2
"DPYSL4"	2
"DPYSL5"	2
"DQX1"	2
"DR1"	2
"DRAP1"	2
"DRCTNNB1A"	2
"DRD1"	2
"DRD1IP"	2
"DRD2"	2
"DRD5"	2
"DREV1"	2
"DRG1"	2
"DRP2"	2
"DSC1"	2
"DSC3"	2
"DSCAML1"	2
"DSCR1"	2
"DSCR10"	2
"DSCR1L2"	2
"DSCR2"	2
"DSCR5"	2
"DSCR6"	2
"DSG1"	2
"DSG2"	2
"DSG3"	2
"DSG4"	2
"DSP"	2
"DST"	2
"DSTN"	2
"DSU"	2
"DTL"	2
"DTNA"	2
"DTNB"	2
"DTNBP1"	2
"DTWD1"	2
"DULLARD"	2
"DUSP10"	2
"DUSP11"	2
"DUSP12"	2
"DUSP14"	2
"DUSP15"	2
"DUSP16"	2
"DUSP18"	2
"DUSP19"	2
"DUSP2"	2
"DUSP22"	2
"DUSP23"	2
"DUSP3"	2
"DUSP5"	2
"DUSP6"	2
"DUSP7"	2
"DUSP8"	2
"DUT"	2
"DVL2"	2
"DVL3"	2
"DXS9879E"	2
"DYDC1"	2
"DYM"	2
"DYNC1H1"	2
"DYNC1LI1"	2
"DYNC2LI1"	2
"DYNLL2"	2
"DYNLRB2"	2
"DYNLT1"	2
"DYNLT3"	2
"DYRK1A"	2
"DYRK1B"	2
"DYRK2"	2
"DYRK4"	2
"DYX1C1"	2
"DZIP1"	2
"DZIP1L"	2
"E2F1"	2
"E2F2"	2
"E2F3"	2
"E2F4"	2
"E2F5"	2
"E2F6"	2
"E2F7"	2
"E2F8"	2
"EAF1"	2
"EAF2"	2
"EBAG9"	2
"EBF"	2
"EBI3"	2
"EBNA1BP2"	2
"EBP"	2
"EBPL"	2
"ECD"	2
"ECE1"	2
"ECEL1"	2
"ECGF1"	2
"ECH1"	2
"ECHDC3"	2
"ECHS1"	2
"ECOP"	2
"ECRG4"	2
"ECT2"	2
"EDA"	2
"EDA2R"	2
"EDAR"	2
"EDARADD"	2
"EDEM1"	2
"EDG1"	2
"EDG2"	2
"EDG3"	2
"EDG4"	2
"EDG5"	2
"EDG6"	2
"EDG7"	2
"EDG8"	2
"EDIL3"	2
"EDN1"	2
"EDN2"	2
"EDN3"	2
"EEA1"	2
"EED"	2
"EEF1A1"	2
"EEF1A2"	2
"EEF1B2"	2
"EEF1D"	2
"EEF1G"	2
"EEF2"	2
"EEF2K"	2
"EFCAB1"	2
"EFCAB3"	2
"EFEMP1"	2
"EFEMP2"	2
"EFHA1"	2
"EFHA2"	2
"EFHC1"	2
"EFHD1"	2
"EFHD2"	2
"EFNA1"	2
"EFNA2"	2
"EFNA3"	2
"EFNA5"	2
"EFNB2"	2
"EFNB3"	2
"EFS"	2
"EFTUD2"	2
"EGF"	2
"EGFL4"	2
"EGFL6"	2
"EGFL7"	2
"EGFL8"	2
"EGFL9"	2
"EGFR"	2
"EGLN1"	2
"EGLN2"	2
"EGLN3"	2
"EGR1"	2
"EGR2"	2
"EGR3"	2
"EGR4"	2
"EHBP1"	2
"EHD1"	2
"EHD2"	2
"EHD3"	2
"EHD4"	2
"EHF"	2
"EHHADH"	2
"EI24"	2
"EID-3"	2
"EIF1"	2
"EIF1AX"	2
"EIF1B"	2
"EIF2AK1"	2
"EIF2AK2"	2
"EIF2B1"	2
"EIF2B2"	2
"EIF2B3"	2
"EIF2B5"	2
"EIF2C1"	2
"EIF2C2"	2
"EIF2C3"	2
"EIF2C4"	2
"EIF2S2"	2
"EIF2S3"	2
"EIF3S1"	2
"EIF3S10"	2
"EIF3S12"	2
"EIF3S2"	2
"EIF3S3"	2
"EIF3S4"	2
"EIF3S5"	2
"EIF3S6IP"	2
"EIF3S7"	2
"EIF3S8"	2
"EIF3S9"	2
"EIF4A1"	2
"EIF4B"	2
"EIF4E"	2
"EIF4EBP1"	2
"EIF4EBP3"	2
"EIF4ENIF1"	2
"EIF4G1"	2
"EIF4G2"	2
"EIF5"	2
"EIF5A"	2
"EIF5A2"	2
"ELA2"	2
"ELA2A"	2
"ELA2B"	2
"ELA3A"	2
"ELA3B"	2
"ELAC2"	2
"ELAVL1"	2
"ELAVL2"	2
"ELAVL3"	2
"ELAVL4"	2
"ELF3"	2
"ELF4"	2
"ELF5"	2
"ELK1"	2
"ELK3"	2
"ELK4"	2
"ELL"	2
"ELL2"	2
"ELL3"	2
"Ells1"	2
"ELMO1"	2
"ELMO2"	2
"ELMO3"	2
"ELMOD2"	2
"ELN"	2
"ELOF1"	2
"ELOVL1"	2
"ELOVL2"	2
"ELOVL3"	2
"ELOVL4"	2
"ELOVL5"	2
"ELOVL6"	2
"ELP3"	2
"ELSPBP1"	2
"EMCN"	2
"EMD"	2
"EME1"	2
"EMG1"	2
"EMILIN1"	2
"EMILIN2"	2
"EMILIN3"	2
"EML1"	2
"EML3"	2
"EML4"	2
"EMP1"	2
"EMP2"	2
"EMP3"	2
"EMX1"	2
"EMX2"	2
"EN1"	2
"EN2"	2
"ENAH"	2
"ENC1"	2
"ENDOG"	2
"ENDOGL1"	2
"ENG"	2
"ENO1"	2
"ENO2"	2
"ENOSF1"	2
"ENPEP"	2
"ENPP1"	2
"ENPP2"	2
"ENPP3"	2
"ENPP5"	2
"ENPP7"	2
"ENTPD1"	2
"ENTPD2"	2
"ENTPD3"	2
"ENTPD5"	2
"ENTPD6"	2
"ENTPD7"	2
"ENTPD8"	2
"ENY2"	2
"EOMES"	2
"EP300"	2
"EPAS1"	2
"EPB41"	2
"EPB41L1"	2
"EPB41L2"	2
"EPB41L4B"	2
"EPB41L5"	2
"EPB42"	2
"EPB49"	2
"EPC1"	2
"EPDR1"	2
"EPHA1"	2
"EPHA10"	2
"EPHA2"	2
"EPHA3"	2
"EPHA4"	2
"EPHA5"	2
"EPHA7"	2
"EPHA8"	2
"EPHB1"	2
"EPHB2"	2
"EPHB3"	2
"EPHB6"	2
"EPHX1"	2
"EPIM"	2
"EPM2A"	2
"EPN2"	2
"EPN3"	2
"EPO"	2
"EPOR"	2
"EPRS"	2
"EPS15"	2
"EPS8"	2
"EPS8L1"	2
"EPS8L3"	2
"EPSTI1"	2
"ERAF"	2
"ERAL1"	2
"ERAS"	2
"ERBB2IP"	2
"ERBB3"	2
"ERBB4"	2
"ERCC1"	2
"ERCC2"	2
"ERCC4"	2
"ERCC5"	2
"ERCC6"	2
"ERCC8"	2
"EREG"	2
"ERF"	2
"ERG"	2
"ERGIC1"	2
"ERGIC3"	2
"ERH"	2
"ERICH1"	2
"ERMAP"	2
"ERO1L"	2
"ERV3"	2
"ESAM"	2
"ESM1"	2
"ESPL1"	2
"ESPN"	2
"ESR2"	2
"ESRRA"	2
"ESRRB"	2
"ESRRG"	2
"ESX1"	2
"ET"	2
"ETAA16"	2
"ETF1"	2
"ETFA"	2
"ETFB"	2
"ETFDH"	2
"ETHE1"	2
"ETNK1"	2
"ETNK2"	2
"ETS1"	2
"ETS2"	2
"ETV1"	2
"ETV3"	2
"ETV4"	2
"ETV5"	2
"ETV6"	2
"ETV7"	2
"EVA1"	2
"EVC2"	2
"EVI1"	2
"EVI5"	2
"EVI5L"	2
"EVL"	2
"EVPL"	2
"EVX1"	2
"EWSR1"	2
"EXDL2"	2
"EXO1"	2
"EXOC6"	2
"EXOC7"	2
"EXOC8"	2
"EXOSC10"	2
"EXOSC2"	2
"EXOSC4"	2
"EXOSC5"	2
"EXOSC6"	2
"EXOSC7"	2
"EXOSC9"	2
"EXPH5"	2
"EXT2"	2
"EXTL1"	2
"EXTL2"	2
"EYA1"	2
"EYA2"	2
"EYA3"	2
"EZH1"	2
"F10"	2
"F11"	2
"F11R"	2
"F12"	2
"F13A1"	2
"F2"	2
"F25965"	2
"F2R"	2
"F2RL2"	2
"F2RL3"	2
"F3"	2
"F5"	2
"F8A1"	2
"FA2H"	2
"FABP1"	2
"FABP2"	2
"FABP3"	2
"FABP5"	2
"FABP6"	2
"FABP7"	2
"FADD"	2
"FADS1"	2
"FADS2"	2
"FADS3"	2
"FAF1"	2
"FAH"	2
"FAHD2A"	2
"FAIM"	2
"FAIM2"	2
"FAIM3"	2
"FALZ"	2
"FAM100A"	2
"FAM100B"	2
"FAM101A"	2
"FAM103A1"	2
"FAM104A"	2
"FAM105A"	2
"FAM106A"	2
"FAM107A"	2
"FAM107B"	2
"FAM109A"	2
"FAM10A4"	2
"FAM111A"	2
"FAM111B"	2
"FAM112A"	2
"FAM112B"	2
"FAM113B"	2
"FAM11A"	2
"FAM12B"	2
"FAM13A1"	2
"FAM13C1"	2
"FAM14A"	2
"FAM14B"	2
"FAM18B2"	2
"FAM19A2"	2
"FAM19A3"	2
"FAM19A4"	2
"FAM20A"	2
"FAM20B"	2
"FAM26B"	2
"FAM26C"	2
"FAM29A"	2
"FAM32A"	2
"FAM38B"	2
"FAM3A"	2
"FAM3B"	2
"FAM3C"	2
"FAM3D"	2
"FAM43B"	2
"FAM44A"	2
"FAM44B"	2
"FAM46B"	2
"FAM46C"	2
"FAM47B"	2
"FAM48A"	2
"FAM49A"	2
"FAM49B"	2
"FAM50A"	2
"FAM50B"	2
"FAM51A1"	2
"FAM53B"	2
"FAM53C"	2
"FAM54A"	2
"FAM55C"	2
"FAM57A"	2
"FAM57B"	2
"FAM58A"	2
"FAM59A"	2
"FAM5B"	2
"FAM5C"	2
"FAM60A"	2
"FAM62A"	2
"FAM62C"	2
"FAM63A"	2
"FAM65A"	2
"FAM69B"	2
"FAM70B"	2
"FAM71A"	2
"FAM71C"	2
"FAM73A"	2
"FAM73B"	2
"FAM76A"	2
"FAM77C"	2
"FAM78A"	2
"FAM79A"	2
"FAM79B"	2
"FAM80A"	2
"FAM82C"	2
"FAM83A"	2
"FAM83F"	2
"FAM84A"	2
"FAM84B"	2
"FAM86A"	2
"FAM89A"	2
"FAM89B"	2
"FAM8A1"	2
"FAM96A"	2
"FAM98A"	2
"FAM98B"	2
"FAM9A"	2
"FAM9C"	2
"FANCA"	2
"FANCC"	2
"FANCD2"	2
"FANCE"	2
"FANCG"	2
"FANCL"	2
"FAP"	2
"FARP1"	2
"FARP2"	2
"FARS2"	2
"FARSLA"	2
"FARSLB"	2
"FASLG"	2
"FASN"	2
"FASTK"	2
"FAT"	2
"FAT2"	2
"FATE1"	2
"FAU"	2
"FBL"	2
"FBLIM1"	2
"FBLN1"	2
"FBLN2"	2
"FBLN5"	2
"FBN2"	2
"FBN3"	2
"FBP1"	2
"FBP2"	2
"FBS1"	2
"FBXL12"	2
"FBXL13"	2
"FBXL14"	2
"FBXL16"	2
"FBXL19"	2
"FBXL22"	2
"FBXL4"	2
"FBXL5"	2
"FBXL6"	2
"FBXL8"	2
"FBXO15"	2
"FBXO16"	2
"FBXO17"	2
"FBXO18"	2
"FBXO21"	2
"FBXO24"	2
"FBXO25"	2
"FBXO27"	2
"FBXO3"	2
"FBXO30"	2
"FBXO32"	2
"FBXO33"	2
"FBXO36"	2
"FBXO38"	2
"FBXO39"	2
"FBXO4"	2
"FBXO44"	2
"FBXO5"	2
"FBXO6"	2
"FBXO7"	2
"FBXO8"	2
"FBXW10"	2
"FBXW12"	2
"FBXW5"	2
"FBXW7"	2
"FBXW8"	2
"FBXW9"	2
"FCER1G"	2
"FCER2"	2
"FCGBP"	2
"FCGR1A"	2
"FCGR2A"	2
"FCGR3A"	2
"FCGR3B"	2
"FCGRT"	2
"FCHSD2"	2
"FCMD"	2
"FCN1"	2
"FCN2"	2
"FCRL2"	2
"FCRL3"	2
"FCRL4"	2
"FCRLM2"	2
"FDFT1"	2
"FDPS"	2
"FDX1"	2
"FDXR"	2
"FECH"	2
"FEM1A"	2
"FEM1B"	2
"FEM1C"	2
"FER1L3"	2
"FERD3L"	2
"FES"	2
"FEV"	2
"FEZ1"	2
"FFAR1"	2
"FFAR2"	2
"FFAR3"	2
"FGD1"	2
"FGD2"	2
"FGF1"	2
"FGF10"	2
"FGF11"	2
"FGF12"	2
"FGF14"	2
"FGF17"	2
"FGF18"	2
"FGF19"	2
"FGF2"	2
"FGF20"	2
"FGF21"	2
"FGF22"	2
"FGF23"	2
"FGF3"	2
"FGF4"	2
"FGF5"	2
"FGF6"	2
"FGF7"	2
"FGF8"	2
"FGF9"	2
"FGFBP1"	2
"FGFR1"	2
"FGFR1OP"	2
"FGFR2"	2
"FGFR3"	2
"FGFR4"	2
"FGFRL1"	2
"FGG"	2
"FGR"	2
"FHL2"	2
"FHL3"	2
"FHOD3"	2
"FIBCD1"	2
"FIBP"	2
"FIGN"	2
"FIGNL1"	2
"FIP1L1"	2
"FKBP11"	2
"FKBP14"	2
"FKBP1A"	2
"FKBP1B"	2
"FKBP2"	2
"FKBP4"	2
"FKBP5"	2
"FKBP7"	2
"FKBP8"	2
"FKBP9"	2
"FKBP9L"	2
"FKBPL"	2
"FKHL18"	2
"FKRP"	2
"FKSG44"	2
"FLAD1"	2
"FLCN"	2
"FLG"	2
"FLI1"	2
"FLII"	2
"FLJ00060"	2
"FLJ10006"	2
"FLJ10099"	2
"FLJ10246"	2
"FLJ10260"	2
"FLJ10292"	2
"FLJ10374"	2
"FLJ10379"	2
"FLJ10560"	2
"FLJ10661"	2
"FLJ10726"	2
"FLJ10769"	2
"FLJ10781"	2
"FLJ10786"	2
"FLJ10803"	2
"FLJ10815"	2
"FLJ10847"	2
"FLJ10916"	2
"FLJ10922"	2
"FLJ10925"	2
"FLJ10945"	2
"FLJ10986"	2
"FLJ10996"	2
"FLJ11000"	2
"FLJ11016"	2
"FLJ11017"	2
"FLJ11021"	2
"FLJ11155"	2
"FLJ11171"	2
"FLJ11193"	2
"FLJ11200"	2
"FLJ11305"	2
"FLJ11712"	2
"FLJ12056"	2
"FLJ12118"	2
"FLJ12505"	2
"FLJ12571"	2
"FLJ12700"	2
"FLJ12949"	2
"FLJ13149"	2
"FLJ13236"	2
"FLJ13265"	2
"FLJ13391"	2
"FLJ13576"	2
"FLJ13614"	2
"FLJ13841"	2
"FLJ13909"	2
"FLJ13910"	2
"FLJ13946"	2
"FLJ13984"	2
"FLJ14001"	2
"FLJ14054"	2
"FLJ14166"	2
"FLJ14346"	2
"FLJ14397"	2
"FLJ14437"	2
"FLJ14503"	2
"FLJ14668"	2
"FLJ14768"	2
"FLJ14816"	2
"FLJ14834"	2
"FLJ20032"	2
"FLJ20035"	2
"FLJ20097"	2
"FLJ20184"	2
"FLJ20186"	2
"FLJ20232"	2
"FLJ20245"	2
"FLJ20273"	2
"FLJ20280"	2
"FLJ20297"	2
"FLJ20298"	2
"FLJ20364"	2
"FLJ20422"	2
"FLJ20444"	2
"FLJ20487"	2
"FLJ20489"	2
"FLJ20512"	2
"FLJ20534"	2
"FLJ20551"	2
"FLJ20558"	2
"FLJ20581"	2
"FLJ20582"	2
"FLJ20625"	2
"FLJ20643"	2
"FLJ20647"	2
"FLJ20699"	2
"FLJ20701"	2
"FLJ20718"	2
"FLJ20859"	2
"FLJ20920"	2
"FLJ21062"	2
"FLJ21103"	2
"FLJ21159"	2
"FLJ21511"	2
"FLJ21736"	2
"FLJ21820"	2
"FLJ21827"	2
"FLJ21839"	2
"FLJ21908"	2
"FLJ21945"	2
"FLJ21963"	2
"FLJ22222"	2
"FLJ22313"	2
"FLJ22318"	2
"FLJ22386"	2
"FLJ22555"	2
"FLJ22624"	2
"FLJ22639"	2
"FLJ22688"	2
"FLJ22709"	2
"FLJ22746"	2
"FLJ23191"	2
"FLJ23342"	2
"FLJ23356"	2
"FLJ23514"	2
"FLJ23518"	2
"FLJ23554"	2
"FLJ23577"	2
"FLJ23657"	2
"FLJ23878"	2
"FLJ25006"	2
"FLJ25084"	2
"FLJ25102"	2
"FLJ25143"	2
"FLJ25169"	2
"FLJ25369"	2
"FLJ25410"	2
"FLJ25421"	2
"FLJ25422"	2
"FLJ25444"	2
"FLJ25476"	2
"FLJ25530"	2
"FLJ25660"	2
"FLJ25773"	2
"FLJ25976"	2
"FLJ26443"	2
"FLJ27365"	2
"FLJ30046"	2
"FLJ30277"	2
"FLJ30294"	2
"FLJ30313"	2
"FLJ30655"	2
"FLJ30707"	2
"FLJ30834"	2
"FLJ31196"	2
"FLJ31204"	2
"FLJ31222"	2
"FLJ31413"	2
"FLJ31568"	2
"FLJ31951"	2
"FLJ32011"	2
"FLJ32065"	2
"FLJ32110"	2
"FLJ32130"	2
"FLJ32312"	2
"FLJ32363"	2
"FLJ32447"	2
"FLJ32569"	2
"FLJ32745"	2
"FLJ32771"	2
"FLJ32784"	2
"FLJ32786"	2
"FLJ32871"	2
"FLJ32894"	2
"FLJ32926"	2
"FLJ33167"	2
"FLJ33387"	2
"FLJ33534"	2
"FLJ33708"	2
"FLJ33718"	2
"FLJ33790"	2
"FLJ33814"	2
"FLJ33860"	2
"FLJ34503"	2
"FLJ34922"	2
"FLJ35119"	2
"FLJ35630"	2
"FLJ35695"	2
"FLJ35725"	2
"FLJ35773"	2
"FLJ35784"	2
"FLJ35785"	2
"FLJ35801"	2
"FLJ35816"	2
"FLJ35894"	2
"FLJ36004"	2
"FLJ36070"	2
"FLJ36116"	2
"FLJ36268"	2
"FLJ36445"	2
"FLJ36779"	2
"FLJ36888"	2
"FLJ37078"	2
"FLJ37357"	2
"FLJ37478"	2
"FLJ37538"	2
"FLJ37549"	2
"FLJ37562"	2
"FLJ37587"	2
"FLJ37953"	2
"FLJ37970"	2
"FLJ38159"	2
"FLJ38288"	2
"FLJ38377"	2
"FLJ38379"	2
"FLJ38451"	2
"FLJ38663"	2
"FLJ38725"	2
"FLJ38991"	2
"FLJ39155"	2
"FLJ39237"	2
"FLJ39370"	2
"FLJ39502"	2
"FLJ39599"	2
"FLJ39739"	2
"FLJ39822"	2
"FLJ39827"	2
"FLJ40125"	2
"FLJ40142"	2
"FLJ40172"	2
"FLJ40365"	2
"FLJ40432"	2
"FLJ40629"	2
"FLJ40869"	2
"FLJ40919"	2
"FLJ41131"	2
"FLJ41327"	2
"FLJ42291"	2
"FLJ42393"	2
"FLJ42486"	2
"FLJ42957"	2
"FLJ43276"	2
"FLJ43339"	2
"FLJ43505"	2
"FLJ43582"	2
"FLJ43752"	2
"FLJ43806"	2
"FLJ43826"	2
"FLJ44186"	2
"FLJ44674"	2
"FLJ44861"	2
"FLJ44881"	2
"FLJ45202"	2
"FLJ45256"	2
"FLJ45645"	2
"FLJ45684"	2
"FLJ45717"	2
"FLJ45803"	2
"FLJ45832"	2
"FLJ45909"	2
"FLJ45964"	2
"FLJ45983"	2
"FLJ46072"	2
"FLJ46082"	2
"FLJ46156"	2
"FLJ46230"	2
"FLJ46358"	2
"FLJ46365"	2
"FLJ46380"	2
"FLJ46481"	2
"FLJ46831"	2
"FLJ90024"	2
"FLJ90036"	2
"FLJ90166"	2
"FLJ90396"	2
"FLJ90575"	2
"FLJ90579"	2
"FLJ90586"	2
"FLJ90650"	2
"FLJ90652"	2
"FLJ90709"	2
"FLJ90805"	2
"FLNA"	2
"FLNB"	2
"FLNC"	2
"FLOT1"	2
"FLOT2"	2
"FLRT1"	2
"FLRT2"	2
"FLRT3"	2
"FLT1"	2
"FLT3"	2
"FLT3LG"	2
"FLT4"	2
"FMNL1"	2
"FMO3"	2
"FMO4"	2
"FMOD"	2
"FMR1"	2
"FMR1NB"	2
"FN1"	2
"FN3K"	2
"FN3KRP"	2
"FNDC3B"	2
"FNDC4"	2
"FNDC5"	2
"FNDC6"	2
"FNDC7"	2
"FNDC8"	2
"FNTA"	2
"FNTB"	2
"FOLH1"	2
"FOLR1"	2
"FOLR3"	2
"FOS"	2
"FOSL1"	2
"FOSL2"	2
